"Summary","UID","Description","Location","Start Time","End Time","URL"
"","","","",""
"","","","",""
"French National Honor Society Induction Ceremony","","","<icalendar.prop.vDDDTypes object at 0x03F31250>",""
"RatPack Video Call","Hangouts call for David's proposed build season plan.

-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Please do not edit this section of the description.

This event has a Google Hangouts video call.
Join: https://hangouts.google.com/hangouts/_/calendar/eXVnY2hhdWhhbjIwMDBAZ21haWwuY29t.31cj77c43qk8c79idpjrc88l90?hs=121
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-","","<icalendar.prop.vDDDTypes object at 0x03F31610>",""
"RatPack Open House / Parent Meeting at 3808","","3808","<icalendar.prop.vDDDTypes object at 0x03F31C10>",""
"Section Leader","","","<icalendar.prop.vDDDTypes object at 0x03F31FD0>",""
"Boo Bash","","","<icalendar.prop.vDDDTypes object at 0x03F373B0>",""
"Mentor Meeting/Training - WIMAHI Mentoring Program","-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Please do not edit this section of the description.

This event has a Google Hangouts video call.
Join: https://hangouts.google.com/hangouts/_/wihi.org/mentor-meeting?hceid=a2hvb3ZlckB3aWhpLm9yZw.ja50qpj93f3vtslqq3mhs928gg&hs=121
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-","Room 806","<icalendar.prop.vDDDTypes object at 0x03F37770>",""
"Mentor Meeting/Training - WIMAHI Mentoring Program","-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Please do not edit this section of the description.

This event has a Google Hangouts video call.
Join: https://hangouts.google.com/hangouts/_/wihi.org/mentor-meeting?hceid=a2hvb3ZlckB3aWhpLm9yZw.5udu8eb0joogentgiih9olncp4&hs=121
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-","Room 806","<icalendar.prop.vDDDTypes object at 0x03F3D5D0>",""
"Blender Training","","","<icalendar.prop.vDDDTypes object at 0x03F3D950>",""
"Blender Training","","","<icalendar.prop.vDDDTypes object at 0x03F3DF70>",""
"Emma Birthday","","","<icalendar.prop.vDDDTypes object at 0x03F426F0>",""
"Emma's Birthday Party","","","<icalendar.prop.vDDDTypes object at 0x03F42B50>",""
"NHS Meeting Date Correction","","","<icalendar.prop.vDDDTypes object at 0x03F42F70>",""
"Mentor Meeting - WIMAHI Mentoring Program - Room 806","-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Please do not edit this section of the description.

This event has a Google Hangouts video call.
Join: https://hangouts.google.com/hangouts/_/wihi.org/mentor-meeting?hceid=a2hvb3ZlckB3aWhpLm9yZw.jhmg379ruv9b7e3744iom2k8uc&hs=121
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-","","<icalendar.prop.vDDDTypes object at 0x03F48570>",""
"NHS Meeting Dates","","","<icalendar.prop.vDDDTypes object at 0x03F4E3B0>",""
"Joseph's Birthday","","","<icalendar.prop.vDDDTypes object at 0x03F4E830>",""
"Michigan Math Prize Competition","","","<icalendar.prop.vDDDTypes object at 0x03F4EE50>",""
"Star Wars Day !!","","","<icalendar.prop.vDDDTypes object at 0x03F55230>",""
"Ratpack Bonding Event - ZapZone","","","<icalendar.prop.vDDDTypes object at 0x03F557B0>",""
"Arbor Hacks","Bring School ID and Fully Charged Laptop and Charger","Pioneer High School, United States","<icalendar.prop.vDDDTypes object at 0x03F55CF0>",""
"Michigan Engineering North Campus Tour","Michigan Engineering North Campus Tour
Office of Recruitment & Admissions, 153 Chrysler Center2121 Bonisteel Blvd, Ann Arbor, MI, US, 48109

Confirmation number: 479541091","Office of Recruitment & Admissions, 153 Chrysler Center2121 Bonisteel Blvd, Ann Arbor, MI, US, 48109","<icalendar.prop.vDDDTypes object at 0x03F5A150>",""
"Segment Two Test","","","<icalendar.prop.vDDDTypes object at 0x03F5A610>",""
"Segment Two","","","<icalendar.prop.vDDDTypes object at 0x03F5A8B0>",""
"Stanford High School Summer College Application Due","","","<icalendar.prop.vDDDTypes object at 0x03F5AD90>",""
"Stanford Pre-College Summer Institute Application Due","","","<icalendar.prop.vDDDTypes object at 0x03F61210>",""
"MIT MITES Application Due","","","<icalendar.prop.vDDDTypes object at 0x03F61610>",""
"MIT E2@MIT Application Due","","","<icalendar.prop.vDDDTypes object at 0x03F61A50>",""
"MIT RSI Application Due","","","<icalendar.prop.vDDDTypes object at 0x03F61E70>",""
"Thank you for registering for U-M's Information Session and Walking Tour","","","<icalendar.prop.vDDDTypes object at 0x03F67330>",""
"Dentist Appointment","","","<icalendar.prop.vDDDTypes object at 0x03F676F0>",""
"Replicator","","3808 Plaza Dr, Ann Arbor, MI 48108, États-Unis","<icalendar.prop.vDDDTypes object at 0x03F67AB0>",""
"NHS Photo","","","<icalendar.prop.vDDDTypes object at 0x03F67E70>",""
"Mentor Meeting/Training - WIMAHI Mentoring Program - Media Center","-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Please do not edit this section of the description.

This event has a Google Hangouts video call.
Join: https://hangouts.google.com/hangouts/_/wihi.org/mentor-meeting?hceid=a2hvb3ZlckB3aWhpLm9yZw.8q10ou6un5ne0lua6n2dcsntl8&hs=121
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-","","<icalendar.prop.vDDDTypes object at 0x03F6A250>",""
"BuildOn Charity Event: Dinner & Dance","Charity ball with dinner before hand.  Dinner & snacks served until 8:30pm.  Dance until 11pm.  
7:00pm to 9:00pm Dinner, 9:00 to 11:00pm Dance ($15 for one, $20 for both)","Concourse Hall, 4531 Concourse Dr, Ann Arbor, MI 48108, United States","<icalendar.prop.vDDDTypes object at 0x03E31150>",""
"WIMA Tutoring","","","<icalendar.prop.vDDDTypes object at 0x03E314F0>",""
"WIHI Tutoring","","","<icalendar.prop.vDDDTypes object at 0x03E318B0>",""
"Nikhil Birthday","","","<icalendar.prop.vDDDTypes object at 0x03E31B50>",""
"Annelore Birthday","","","<icalendar.prop.vDDDTypes object at 0x03E31FD0>",""
"Bisi Birthday","","","<icalendar.prop.vDDDTypes object at 0x03E36510>",""
"Shehroz Birthday","","","<icalendar.prop.vDDDTypes object at 0x03E369B0>",""
"Miranda Birthday","","","<icalendar.prop.vDDDTypes object at 0x03E36E50>",""
"Kathleen Birthday","","","<icalendar.prop.vDDDTypes object at 0x03E3B310>",""
"Husain Birthday","","","<icalendar.prop.vDDDTypes object at 0x03E3B7B0>",""
"Sara Birthday","","","<icalendar.prop.vDDDTypes object at 0x03E3BC50>",""
"Laasya Birthday","","","<icalendar.prop.vDDDTypes object at 0x03E3BF70>",""
"Annaliese Birthday","","","<icalendar.prop.vDDDTypes object at 0x03E415B0>",""
"Josh Birthday","","","<icalendar.prop.vDDDTypes object at 0x03E41A50>",""
"Eddie Birthday","","","<icalendar.prop.vDDDTypes object at 0x03E41EF0>",""
"Olivia Birthday","","","<icalendar.prop.vDDDTypes object at 0x03E473B0>",""
"Sonya Birthday","","","<icalendar.prop.vDDDTypes object at 0x03E47850>",""
"Emma Birthday","","","<icalendar.prop.vDDDTypes object at 0x03E47CF0>",""
"Cvercko Birthday","","","<icalendar.prop.vDDDTypes object at 0x03E4F1B0>",""
"DAPCEP ""Wonders of Flight""","","","<icalendar.prop.vDDDTypes object at 0x03E4F650>",""
"Doctor Appointment","","","<icalendar.prop.vDDDTypes object at 0x03E4FC50>",""
"Presidents Day Open House","Edit Registration: https://go.case.edu/register/?k=0c690a9c-a4c8-49b2-b048-a465a5bf1519","Tinkham Veale University Center, 11038 Bellflower Rd, Cleveland, OH 44106, United States","<icalendar.prop.vDDDTypes object at 0x03E4FF70>",""
"Culver or Grand Rapids Regatta","","","<icalendar.prop.vDDDTypes object at 0x03E53370>",""
"Midwest Spring State","","Hyatt Regency Schaumburg, Chicago, 1800 E Golf Rd, Schaumburg, IL 60173, United States","<icalendar.prop.vDDDTypes object at 0x03E53830>",""
"Finish UM SCEEP application","","","<icalendar.prop.vDDDTypes object at 0x03E53C10>",""
"Stanford Pre-Collegiate Summer Institutes Down Payment Due","","","<icalendar.prop.vDDDTypes object at 0x03E53E90>",""
"Drive Coach Application","","","<icalendar.prop.vDDDTypes object at 0x03E57510>",""
"Mentor Meeting - WIMAHI Mentoring Program - Room 110","-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Please do not edit this section of the description.

This event has a Google Hangouts video call.
Join: https://hangouts.google.com/hangouts/_/wihi.org/mentor-meeting?hceid=a2hvb3ZlckB3aWhpLm9yZw.cem10e6q94c80mpj7p7h6456ms&hs=121
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-","","<icalendar.prop.vDDDTypes object at 0x03E578D0>",""
"Daniel N meeting","-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Please do not edit this section of the description.

This event has a Google Hangouts video call.
Join: https://hangouts.google.com/hangouts/_/wihi.org/bpierson?hceid=YnBpZXJzb25Ad2loaS5vcmc.b8tn1j58om3o9d7k40e48eov58&hs=121
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-","","<icalendar.prop.vDDDTypes object at 0x03E5E7D0>",""
"Extended Essay Late Start Meeting","","","<icalendar.prop.vDDDTypes object at 0x03E5ED10>",""
"College Board National Hispanic Recognition Program Invitation Deadline","","","<icalendar.prop.vDDDTypes object at 0x03E5EFF0>",""
"UNI-VISION Scholarship","","","<icalendar.prop.vDDDTypes object at 0x03E63430>",""
"UM Native American Pow Wow","","Skyline High School, États-Unis","<icalendar.prop.vDDDTypes object at 0x03E63830>",""
"Lightweight Certification","","","<icalendar.prop.vDDDTypes object at 0x03E63D10>",""
"WIHI School Career Mentorship","","","<icalendar.prop.vDDDTypes object at 0x03E63E90>",""
"Engineering Education Research Two Day Event","Johnson Rooms
Poster Fair","Lurie Engineering Center, 1221 Beal Ave, Ann Arbor, MI 48109, United States","<icalendar.prop.vDDDTypes object at 0x03E69530>",""
"Engineering Education Research Two Day Event","Johnson Rooms
Research Seminar
Edward Berger and Elizabeth Briody (Purdue University)","Lurie Engineering Center, 1221 Beal Ave, Ann Arbor, MI 48109, United States","<icalendar.prop.vDDDTypes object at 0x03E69910>",""
"Keemya and Ariana's Grad Party","","","<icalendar.prop.vDDDTypes object at 0x03E69CD0>",""
"Natalie Ballet","$10","Chelsea High School, 740 N Freer Rd, Chelsea, MI 48118, États-Unis","<icalendar.prop.vDDDTypes object at 0x03E6E030>",""
"Lunar Eclipse","07:19:42 heure d’été de l’Est","","<icalendar.prop.vDDDTypes object at 0x03E6E370>",""
"Lunar Eclipse","04:44:35 heure normale de l’Est nord-américain","","<icalendar.prop.vDDDTypes object at 0x03E6E770>",""
"Lunar Eclipse","00:30:57 heure d’été de l’Est","","<icalendar.prop.vDDDTypes object at 0x03E6EB70>",""
"Lunar Eclipse","15:25:45 heure d’été de l’Est","","<icalendar.prop.vDDDTypes object at 0x03E6EE50>",""
"Lunar Eclipse","17:31:58 heure d’été de l’Est","","<icalendar.prop.vDDDTypes object at 0x03E73390>",""
"Lunar Eclipse","08:31:08 heure normale de l’Est nord-américain","","<icalendar.prop.vDDDTypes object at 0x03E73790>",""
"Lunar Eclipse","19:45:22 heure normale de l’Est nord-américain","","<icalendar.prop.vDDDTypes object at 0x03E73B90>",""
"Sole Hope","Shoe Making in WIMA Wing","510 Emerick St, Ypsilanti, MI 48198, USA","<icalendar.prop.vDDDTypes object at 0x03E79030>",""
"WIHI Beautification Day","","","<icalendar.prop.vDDDTypes object at 0x03E79390>",""
"NHS New Member Induction Ceremony","Required for all NHS Members
Must bring a Desert","510 Emerick St, Ypsilanti, MI 48198, USA","<icalendar.prop.vDDDTypes object at 0x03E798B0>",""
"Junior Fundraiser Flower Sale ","Name: Daniel Neamati
Signed Up For: 
10"" petunia basket, COST - $15.00 each, Pink flowers - 1

View Sign Up Form: http://www.signupgenius.com/go/60B0B4DACA8292-junior/22214455
Sign Up Contact: Naina Chethan nainachethan@comcast.net","WIHI ","<icalendar.prop.vDDDTypes object at 0x03E79C70>",""
"Spring Project Check In","","","<icalendar.prop.vDDDTypes object at 0x03E7E190>",""
"Daniel conducting meeting","-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Please do not edit this section of the description.

This event has a Google Hangouts video call.
Join: https://plus.google.com/hangouts/_/wihi.org/bpierson?hceid=YnBpZXJzb25Ad2loaS5vcmc.ttnq0vn4or946bf491sltpok3c&hs=121
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-","","<icalendar.prop.vDDDTypes object at 0x03E7E550>",""
"NASA Glenn Open House and at the Lewis Field Campus","","Lewis Field Campus","<icalendar.prop.vDDDTypes object at 0x03E7E990>",""
"First NHS E Board Meeting","","","<icalendar.prop.vDDDTypes object at 0x03E7EFB0>",""
"NASA Robotics Mining Competition","","Kennedy Space Center, Florida 32899, États-Unis","<icalendar.prop.vDDDTypes object at 0x03E843B0>",""
"D. Neamati","-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Please do not edit this section of the description.

This event has a Google Hangouts video call.
Join: https://plus.google.com/hangouts/_/wihi.org/danineamati-kho?hceid=a2hvb3ZlckB3aWhpLm9yZw.hpccje6d9cnc37abeqptihev9s&hs=121
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-","","<icalendar.prop.vDDDTypes object at 0x03E84770>",""
"Final Mentor Meeting - WIMAHI Mentoring Program - LGI Room","-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Please do not edit this section of the description.

This event has a Google Hangouts video call.
Join: https://hangouts.google.com/hangouts/_/wihi.org/final-mentor?hceid=a2hvb3ZlckB3aWhpLm9yZw.a0qids5sjrnqgr5o1kpns0ogo4&hs=121
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-","","<icalendar.prop.vDDDTypes object at 0x03E84C90>",""
"Art Fair Volunteering","","","<icalendar.prop.vDDDTypes object at 0x03E8BB70>",""
"Wind Ensemble Preview","","","<icalendar.prop.vDDDTypes object at 0x03E8BF10>",""
"EE Meeting","","","<icalendar.prop.vDDDTypes object at 0x03E8F2F0>",""
"IA Chemistry Due","","","<icalendar.prop.vDDDTypes object at 0x03E8F590>",""
"Lunch with Embry-Riddle @ EAA AirVenture","","","<icalendar.prop.vDDDTypes object at 0x03E8FAB0>",""
"Package Flowers","","","<icalendar.prop.vDDDTypes object at 0x03E8FE70>",""
"Usher for Graduation Day!","","","<icalendar.prop.vDDDTypes object at 0x03E94250>",""
"Meet Michigan!","","","<icalendar.prop.vDDDTypes object at 0x03E944F0>",""
"FAFSA Opens","","","<icalendar.prop.vDDDTypes object at 0x03E94970>",""
"Petosky Trip","","","<icalendar.prop.vDDDTypes object at 0x03E94D70>",""
"Kayaking at Pontiac Lake State Recreation Area","","Pontiac Lake State Recreation Area","<icalendar.prop.vDDDTypes object at 0x03E99250>",""
"HI Rough Draft Due","","","<icalendar.prop.vDDDTypes object at 0x03E99550>",""
"IOP Delivered","","","<icalendar.prop.vDDDTypes object at 0x03E99990>",""
"Travail Écrit Due","","","<icalendar.prop.vDDDTypes object at 0x03E99D90>",""
"Volunteering @A2STEAM","Set-Up
Cake Walk","912 Barton Dr, Ann Arbor, MI 48105","<icalendar.prop.vDDDTypes object at 0x03EA0270>",""
"History Part 1 of Exam","","","<icalendar.prop.vDDDTypes object at 0x03EA0510>",""
"Individual Oral (French)","","","<icalendar.prop.vDDDTypes object at 0x03EA0970>",""
"Spring Project Presentation","","","<icalendar.prop.vDDDTypes object at 0x03EA0DB0>",""
"All Teams Picnic?","","","<icalendar.prop.vDDDTypes object at 0x03EA41F0>",""
"Colin's Grad Party","","","<icalendar.prop.vDDDTypes object at 0x03EA4690>",""
"Math Test Objective Choice","","","<icalendar.prop.vDDDTypes object at 0x03EA4A50>",""
"Méditer","","","<icalendar.prop.vDDDTypes object at 0x03EA4E30>",""
"Méditer","","","<icalendar.prop.vDDDTypes object at 0x03EA82F0>",""
"Méditer","","","<icalendar.prop.vDDDTypes object at 0x03EA8790>",""
"Méditer","","","<icalendar.prop.vDDDTypes object at 0x03EA8C30>",""
"Méditer","","","<icalendar.prop.vDDDTypes object at 0x03EB1030>",""
"First Day of School","","","<icalendar.prop.vDDDTypes object at 0x03EB1470>",""
"Joshua Exchange Student Welcome Party","","","<icalendar.prop.vDDDTypes object at 0x03EB1990>",""
"Chrissy's Grad Party","","","<icalendar.prop.vDDDTypes object at 0x03EB1D50>",""
"Uchicago Summer Information Days!","","","<icalendar.prop.vDDDTypes object at 0x03EB1FD0>",""
"UCAS Application Due to Unversity of Cambridge","","","<icalendar.prop.vDDDTypes object at 0x03EB5530>",""
"Supplementary Application Questionnaire Due to University of Cambridge","","","<icalendar.prop.vDDDTypes object at 0x03EB5990>",""
"COPA due to University of Cambridge","","","<icalendar.prop.vDDDTypes object at 0x03EB5D70>",""
"Méditer","","","<icalendar.prop.vDDDTypes object at 0x03EBB2F0>",""
"Méditer","","","<icalendar.prop.vDDDTypes object at 0x03EBB790>",""
"Méditer","","","<icalendar.prop.vDDDTypes object at 0x03EBBC30>",""
